FID,sample_effort_id,survey_date,project_name,observers,observers_affiliation,observers_secondary_affiliation,site_code,original_site_code,visit_type,revisit,area_surveyed,study_type,viereck_code,viereck_name,disturbance_type,location,latitude,longitude,elevation,quad_name,quad_number,collection_method,precision,map_source,map_scale,map_date,location_notes,usda_name_code,presence,usda_name_2,scientific_name,common_name,family,rank_code,infested_area,canopy_cover,stem_count,estimated_years_of_disturbance,herbarium,control_action,aggressiveness,species_notes,project_description,project_method,project_discussion,data_type
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-296a,523891,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.86594 62.3554),62.3554,-149.86594,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2969,523890,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.86864 62.35502),62.35502,-149.86864,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2968,523889,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.87305 62.35325),62.35325,-149.87305,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2967,523888,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.87898 62.35135),62.35135,-149.87898,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2966,523868,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.88553 62.34768),62.34768,-149.88553,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2965,523867,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.88554 62.33778),62.33778,-149.88554,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2964,523866,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.89185 62.33196),62.33196,-149.89185,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2963,523865,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.89195 62.34361),62.34361,-149.89195,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2962,523862,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.89706 62.33925),62.33925,-149.89706,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2961,523860,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.89958 62.32577),62.32577,-149.89958,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2960,523859,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.90315 62.33051),62.33051,-149.90315,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-295f,523858,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.90356 62.32126),62.32126,-149.90356,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-295e,523857,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.90413 62.3251),62.3251,-149.90413,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-295d,523997,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-150.00807 61.70295),61.70295,-150.00807,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-295c,523991,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-150.00946 61.68545),61.68545,-150.00946,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-295b,523990,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-150.01012 61.70102),61.70102,-150.01012,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-295a,523989,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-150.01175 61.69826),61.69826,-150.01175,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2959,523988,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-150.01218 61.70661),61.70661,-150.01218,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2958,523987,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-150.01225 61.69148),61.69148,-150.01225,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2957,523986,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-150.01323 61.69424),61.69424,-150.01323,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2956,523985,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-150.01462 61.70246),61.70246,-150.01462,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2955,523984,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-150.01472 61.68321),61.68321,-150.01472,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2954,523983,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-150.01524 61.68808),61.68808,-150.01524,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2953,523982,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-150.01979 61.70624),61.70624,-150.01979,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2952,523981,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-150.02107 61.69281),61.69281,-150.02107,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2951,524044,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.98953 61.69388),61.69388,-149.98953,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2950,524045,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.98949 61.67588),61.67588,-149.98949,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-294f,524040,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.99397 61.68142),61.68142,-149.99397,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-294e,524039,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.99608 61.69088),61.69088,-149.99608,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-294d,524038,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.99651 61.69565),61.69565,-149.99651,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-294c,524046,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.98383 61.69366),61.69366,-149.98383,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-294b,524047,7/23/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.98203 61.679),61.679,-149.98203,250,Tyonek,C-1,GPS,0-100,,,,Nancy Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
